source,role,uid,url,date,orateur,texte
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Vous lisez les grands auteurs !
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Il est loin des comptes publics !
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Rien sur la fraude !
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Quel rapport ?
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Ah bon ?
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,C’est vrai !
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Tout d’abord, je ne manquerai pas de vous envoyer un exemplaire dédicacé de l’ouvrage que vous avez abondamment cité et qui semble vous inspirer.Vous avez beau avoir parlé un bon quart d’heure, je n’ai rien entendu sur les arnaques, le démarchage ou la lutte contre les sociétés éphémères ! Vous vous désintéressez profondément d’un texte qui permettra pourtant de corriger des injustices majeures et de mettre fin à des détournements d’argent public de grande ampleur, au détriment des plus pauvres, de ceux dont le logement a besoin d’être rénové, de ceux qui doivent suivre une formation. Sur tous ces points, monsieur le député, vous avez été… muet ! Je me permettrai donc de vous envoyer aussi le texte de la proposition de loi. (Exclamations sur les bancs du groupe LFI-NFP. – Mme Sophie Mette applaudit.)"
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Ça n’a rien à voir !
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Non, les électeurs !"
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Oui !
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Merci.
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Le premier amendement vise tout simplement à supprimer l’article 1er, donc à empêcher la suspension du versement des aides en cas de soupçon de fraude. L’interruption du versement des aides à une entreprise éphémère écodélinquante ne serait donc plus possible, alors qu’il s’agit du cœur de la réponse de l’administration, qui doit agir au plus vite puisque les fonds, une fois versés, sont difficiles à récupérer.Vous nous interrogez au sujet des prestations sociales, mais vous savez qu’il existe déjà des dispositions spécifiques pour le RSA ou l’APL – un président de conseil départemental peut suspendre le versement du RSA. Je regrette qu’avec ces amendements, en particulier le premier, vous vouliez désarmer cette proposition de loi visant à lutter contre la fraude aux aides publiques organisée par des entreprises écodélinquantes, nous privant ainsi de la possibilité d’une réponse efficace. Avis défavorable."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Il vise à relever le montant des pénalités lorsqu’une aide publique a été obtenue frauduleusement en portant le taux de pénalité de 40 % à 50 % du montant des aides versées en cas de manquement délibéré, et de 80 % à 100 % en cas de manœuvre frauduleuse. Nous souhaitons envoyer un signal très fort aux entreprises fraudeuses."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Avis favorable.
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Nous ne sommes pas encore à l’article sanctionnant les entreprises coupables de fraude au label RGE, sur lequel vous avez déposé des amendements. L’amendement no 61 traduit notre volonté de renforcer les signaux envoyés aux fraudeurs. Il me semble que la commission souhaitait également aller en ce sens."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Avis défavorable.
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Il est défavorable. Pour lutter contre la fraude, les administrations doivent pouvoir échanger des données, partager leurs suspicions et des informations, et non créer un vaste fichier. La disposition que nous proposons est conforme au RGPD et possède bien un intérêt légitime, puisque la lutte contre la fraude est d’intérêt général."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Le montant de la plupart des aides publiques est inférieur à 1 million d’euros, mais celui de certaines fraudes – à l’Anah ou à l’apprentissage, par exemple – peut représenter plusieurs dizaines de milliers d’euros. Fixer un seuil de 1 million d’euros empêcherait donc d’agir contre les réseaux organisés qui détournent les aides individuelles de quelques milliers d’euros. L’objectif de la proposition de loi serait manqué. Avis défavorable."
Séance plénière,Intervenant,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Encore faut-il voter le PLF !
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"En commission, nous avons débattu de ce sujet avec Mme Battistel, qui a d’ailleurs retiré son amendement après nos discussions. Placer l’échange d’informations entre administrations sous le contrôle du juge, c’est les priver de toute la réactivité dont elles ont besoin pour lutter contre les fraudeurs. En somme, c’est les désarmer et c’est manquer notre objectif.Mme Battistel avait été convaincue par ces arguments : je vous demande donc retirer votre amendement, sinon mon avis sera défavorable."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"La version initiale de la proposition de loi ne précisait pas que l’échange d’informations devait être décidé sur la base « d’indices sérieux ». Mme Battistel a souhaité que le cadre d’activation des dispositions de lutte contre la fraude soit renforcé et la commission a adopté cette précision, qui apparaît désormais dans le texte et qui, je crois, avait permis de rassurer les députés du groupe Socialistes et apparentés en commission."
Séance plénière,Intervenant,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Je suis surpris de votre amendement, monsieur Cadalen. Il y a quelques minutes encore, vous affirmiez votre attachement aux libertés individuelles. Votre amendement tend à créer un grand fichier de données personnelles, ce que ne faisait pas la proposition de loi et ce qui contredit le droit à la protection des données individuelles et le RGPD. Notre avis est donc très défavorable."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Je demande le retrait de ces deux amendements au profit de l’amendement no 65 que nous examinerons dans quelques instants. Nous en avons débattu en commission et vous avez appelé mon attention sur le fait que la rédaction de cet alinéa, beaucoup trop large, risquait de nous éloigner de l’objectif de lutte contre la fraude aux aides publiques. Avec l’amendement no 65, que je m’étais engagé à déposer et qui me semble faire consensus, nous resserrons le champ d’application de la disposition à la fraude documentaire et à la fraude à l’identité. Parce que cette dernière est parfois un vecteur de fraude sociale, il est utile de favoriser l’échange d’informations entre les préfectures et les organismes de sécurité sociale."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Comme convenu avec Mmes Battistel et Batho, il vise à restreindre à la seule fraude documentaire le champ d’application du dispositif prévu à l’alinéa 15."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Je le reprends, madame la présidente. M. Labaronne est souffrant. L’amendement vise à étendre le droit de communication dont dispose Tracfin aux conseillers en gestion des affaires, aux plateformes de facturation électronique ainsi qu’aux plateformes de domiciliation, ce qui permettra d’enrichir le travail de renseignement du service de lutte contre le blanchiment du ministère de l’économie et des finances."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Favorable.
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Je le reprends, madame la présidente."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"L’amendement no 47 porte notamment sur le droit de communication de l’Inspection générale des finances (IGF) et sur le cadre juridique des informations qui lui sont communiquées. Par cet amendement, les pouvoirs d’investigation de l’IGF, en première ligne dans la lutte contre la fraude, seront renforcés."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Avec ce texte et avec d’autres – je pense à celui sur le démarchage téléphonique adopté par le Sénat –, nous sommes nombreux à vouloir faire cesser le harcèlement des Français par e-mail, téléphone ou SMS. Je partage donc votre objectif. Cependant, un texte spécifique est nécessaire pour traiter complètement le sujet de l’opt-in, à savoir l’expression préalable du consentement. (M. Jocelyn Dessigny s’exclame.)"
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Non, puisqu’un texte a été adopté au Sénat il y a quelques mois ! Par ailleurs, sur un plan purement juridique, l’amendement tel qu’il est rédigé ne permet pas d’atteindre l’objectif que vous fixez. Pour ces deux raisons, j’y suis défavorable."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Je souhaite clarifier ma position. La commission des affaires économiques a adopté les dispositions décrites par Mme Batho à propos du démarchage téléphonique, mais ces dispositions ne se limitent pas à la fraude aux aides publiques : elles s’appliquent à tout démarchage, qu’il bénéficie d’une aide publique ou non. N’est-ce pas, madame Batho ?"
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Je ne souhaite pas qu’on adopte des amendements portant sur ces dispositions, car cela nous éloignerait de l’objet de la proposition de loi : la fraude aux aides publiques. Par ailleurs, on constate que ce ne sont pas les mêmes dispositions législatives qui s’appliquent au démarchage numérique. Je ne déposerai pas d’amendement visant à supprimer les avancées que vous avez obtenues en commission, madame Batho, mais je tiens à indiquer qu’elles nous éloignent sensiblement de la lutte contre la fraude aux aides publiques."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Défavorable.
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Pour répondre à Mme Batho : je ne dis pas qu’il n’y a pas un lien entre le démarchage et la fraude aux aides publiques, je dis simplement que les dispositions que vous avez fait adopter s’appliquent bien au-delà des dispositifs aidés. Or ce sont ces derniers qui sont l’objet de la proposition de loi.Par ailleurs, monsieur Tivoli, les amendements nos 71 et 72 à venir visent à interdire tout démarchage – qu’il soit téléphonique, numérique ou physique – concernant les dispositifs aidés. Ce sont ces derniers que cible la proposition de loi, alors que votre amendement vise tous les produits ou services, avec ou sans aides publiques. La proposition de loi ne doit pas s’écarter de son objet principal. Une partie de votre amendement sera satisfaite si vous adoptez les amendements nos 71 et 72, comme je vous invite à le faire. En conséquence, j’émets sur l’amendement no 17 un avis défavorable."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Il vise à rétablir l’interdiction du démarchage téléphonique relatif aux travaux d’adaptation des logements à la perte d’autonomie. Il s’agit d’inclure dans le texte le dispositif MaPrimeAdapt’ en rétablissant la version initiale de la proposition de loi sur ce point, supprimée par erreur par la commission à la suite de l’adoption d’un amendement."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Demande de retrait au profit de l’amendement no 71, dont le champ d’application est plus large puisqu’il intègre également les prestations intellectuelles."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"Nous procédons en plusieurs étapes car le texte est ainsi construit. L’amendement vise à rétablir l’interdiction du démarchage, contenue initialement dans la proposition de loi, relatif notamment à l’adaptation des logements, quel que soit son mode – physique, par SMS ou sur les réseaux sociaux. L’amendement intègre les nouvelles offres de services telles que les prestations intellectuelles des accompagnateurs France Rénov’, que la proposition de loi doit couvrir.Le sous-amendement à venir du gouvernement vise à lever le doute quant à la conformité de l’interdiction du démarchage physique à la directive européenne 2011/83 relative aux droits des consommateurs. Je laisserai la ministre exposer les raisons de ce doute.Le champ d’application de l’amendement no 72 est plus large que celui des amendements nos 30 et 31 rectifié, et je vous invite à le privilégier."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Avis défavorable sur l’amendement no 100 et favorable sur l’amendement no 85.
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,"J’avais estimé, quand la commission avait adopté l’amendement créant l’alinéa 35, que l’on s’éloignait quelque peu de la lutte contre la fraude et j’avais regretté que l’on n’ait pas pris le temps de consulter la Confédération de l’artisanat et des petites entreprises du bâtiment, la Capeb, et la Fédération française du bâtiment sur les conséquences d’une telle disposition. Je suis donc, à titre personnel, favorable à l’amendement du gouvernement tendant à supprimer cet alinéa."
Séance plénière,rapporteur,CRSANR5L17S2025O1N082,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n082,lundi 27 janvier 2025,M. Thomas Cazenave,Avis favorable.
Séance plénière,Intervenant,CRSANR5L17S2026O1N021,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n021,jeudi 30 octobre 2025,M. Thomas Cazenave,Très bien !
Séance plénière,Intervenant,CRSANR5L17S2026O1N021,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n021,jeudi 30 octobre 2025,M. Thomas Cazenave,"Disons-le d’emblée, cette proposition de loi constitue l’archétype du texte d’affichage. Elle traite pourtant d’un sujet important – l’immigration irrégulière –, sur lequel nous avons beaucoup légiféré, avec des résultats trop peu visibles pour les Français."
Séance plénière,Intervenant,CRSANR5L17S2026O1N021,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n021,jeudi 30 octobre 2025,M. Thomas Cazenave,"Parce que ce sujet est sérieux, il faut le traiter sérieusement. Texte d’affichage, car nous savons que s’il venait à être adopté, il resterait inutile, inefficace ; vous empruntez le chemin de la communication facile, laquelle ne manquera pas de nourrir un peu plus le sentiment de l’impuissance publique. En d’autres termes, ceux qui, de bonne foi, pourraient être sensibles à votre démarche n’en seront demain que plus méfiants envers les pouvoirs publics. C’est tout le paradoxe : prétendre restaurer la confiance dans la loi, dans l’autorité de l’État, par un énième texte déconnecté des réalités du terrain.Les faits sont connus, les faits sont têtus : en 2009, par exemple, plus de 100 000 personnes ont été mises en cause pour séjour irrégulier – puisque ce délit existait alors dans notre droit –, 80 000 gardées à vue, mais seulement 597 condamnées pour ce seul motif, avec une amende de 368 euros en moyenne. Cela donne un taux de condamnation inférieur à 1 % ! Nul besoin d’étude d’impact"
Séance plénière,Intervenant,CRSANR5L17S2026O1N021,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n021,jeudi 30 octobre 2025,M. Thomas Cazenave,"…bureaucratique, d’embolie de toute la chaîne pénale."
Séance plénière,Intervenant,CRSANR5L17S2026O1N021,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n021,jeudi 30 octobre 2025,M. Thomas Cazenave,"Madame Le Pen, écoutez-moi : concrètement, elle mobiliserait des agents de police pour constater l’infraction, des officiers de police judiciaire pour les gardes à vue, des procureurs pour la procédure pénale, des juges, des greffiers, des avocats en vue des audiences, enfin les services de recouvrement, lesquels auront grand-peine à faire payer l’amende à des personnes, je le répète, souvent insolvables."
Séance plénière,Intervenant,CRSANR5L17S2026O1N021,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2026o1n021,jeudi 30 octobre 2025,M. Thomas Cazenave,"On ne peut se ranger du côté des policiers, des gendarmes, dénoncer la lourdeur de la procédure pénale, la surcharge de travail, le stock de dossiers, s’inquiéter de ce que la justice est trop lente, et le lendemain défendre des textes qui aggraveraient, compliqueraient l’action, le quotidien des intéressés ! (Exclamations sur quelques bancs du groupe RN.)Voilà pourquoi ce délit a été supprimé en 2012, et non pas seulement parce qu’il a été jugé contraire au droit européen, ce que vous semblez d’ailleurs ignorer ; non par idéologie, mais parce que tout, dans son application, démontrait son inefficacité. C’est pour cela, le ministre l’a rappelé, qu’en 2012 a été créée la retenue pour vérification du droit au séjour, outil administratif plus simple, plus rapide, plus efficace. Les chiffres le prouvent : environ 70 000 interpellations par an entre 2007 et 2012, 90 000 entre 2012 et 2017, 120 000 entre 2017 et 2022. Jamais, donc, la capacité de contrôle de la police n’a été affaiblie par l"
Séance plénière,Intervenant,CRSANR5L17S2025O1N119,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n119,jeudi 06 mars 2025,M. Thomas Cazenave,"Cela a été dit : le démarchage téléphonique intempestif est devenu un fléau du quotidien. Trois quarts de nos concitoyens en sont victimes chaque semaine, et plus d’un tiers chaque jour. Ces chiffres, rappelés dans le rapport, ne sont pas qu’une statistique : ils traduisent une exaspération grandissante, une intrusion permanente qui sape la confiance des consommateurs et mine la tranquillité des Français.Ces dernières années, nous avons déjà pris des mesures fortes en interdisant le démarchage dans certains secteurs particulièrement exposés aux fraudes, comme la rénovation énergétique et le compte personnel de formation. Plus récemment, nous avons aussi renforcé la protection des bénéficiaires de MaPrimeAdapt’ contre ces pratiques abusives. Je tiens à dire ici mon attachement au maintien de ces interdictions sectorielles strictes, car elles relèvent de la lutte contre la fraude et non de l’encadrement des pratiques commerciales.Mais il faut aller plus loin. Le problème du démarchage té"
Séance plénière,Intervenant,CRSANR5L17S2025O1N068,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n068,mercredi 15 janvier 2025,M. Thomas Cazenave,C’est ce que nous voulons.
Séance plénière,rapporteur de la commission des affaires économiques,CRSANR5L17S2025O1N083,https://www.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/l17s2025o1n083,lundi 27 janvier 2025,M. Thomas Cazenave,"Dans le texte, nous nous sommes référés aux sanctions administratives qui existent déjà, notamment en matière de manquements précontractuels ; nous avons repris le dispositif existant, soit 15 000 et 75 000 euros d’amende, conservant ainsi une certaine cohérence entre les sanctions administratives. Il me semble préférable d’en rester à ce barème plutôt que de fixer l’amende à 10 % du chiffre d’affaires, ce qui représente un montant considérable, que j’estime disproportionné et de nature à déséquilibrer le régime des sanctions administratives applicables aux entreprises. Avis défavorable."
